task,failure,route,seed,episode,knn_distance,knn_label_entropy,knn_local_purity,knn_recovery_review_mixing,knn_majority_route,knn_route_conflict
NeedlePick,action_dropout,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,action_dropout,auto_execute,43002,0,0.028409154757152524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,action_dropout,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,action_dropout,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_dropout,auto_recovery,43002,0,0.1561277452426697,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_dropout,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_dropout,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_dropout,auto_recovery,43002,0,0.07387516751466186,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_dropout,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_noise,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,action_noise,auto_execute,43002,0,0.028409154757152524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,action_noise,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,action_noise,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_noise,auto_recovery,43002,0,0.01427331808510417,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_noise,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_noise,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_noise,auto_recovery,43002,0,0.09486288612153938,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_noise,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,execution_slip,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,execution_slip,auto_execute,43002,0,0.028409154757152524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,execution_slip,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,execution_slip,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,execution_slip,auto_recovery,43002,0,0.014271605329049222,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,execution_slip,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,execution_slip,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,execution_slip,auto_recovery,43002,0,0.03840826215352076,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,execution_slip,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43002,0,0.028409154757152524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43002,0,0.060690336490846715,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_dropout,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_dropout,auto_execute,43002,0,0.004054555151732593,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_dropout,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_dropout,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_dropout,auto_recovery,43002,0,0.030568908841536676,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_dropout,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_dropout,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_dropout,auto_recovery,43002,0,0.05579813535965774,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_dropout,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_noise,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_noise,auto_execute,43002,0,0.004054555151732593,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_noise,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_noise,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_noise,auto_recovery,43002,0,0.008514529754473785,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_noise,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_noise,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_noise,auto_recovery,43002,0,0.12323380468745238,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_noise,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,execution_slip,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,execution_slip,auto_execute,43002,0,0.004054555151732593,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,execution_slip,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,execution_slip,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,execution_slip,auto_recovery,43002,0,0.02945284579503541,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,execution_slip,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,execution_slip,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,execution_slip,auto_recovery,43002,0,0.025598915419666378,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,execution_slip,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43002,0,0.004054555151732593,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43002,0,0.001243165653673287,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,auto_execute,43002,0,0.028409154757152524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,auto_execute,43006,0,0.014269071986253302,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,auto_execute,43008,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,jaw_stuck_open,human_review,43002,0,0.09601081744024072,-0.0,1.0,1.0,human_review,0
NeedlePick,jaw_stuck_open,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,jaw_stuck_open,human_review,43006,0,0.13448090933872317,-0.0,1.0,1.0,human_review,0
NeedlePick,jaw_stuck_open,human_review,43008,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,jaw_stuck_open,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,jaw_stuck_open,human_review,43002,0,0.020073460030266062,-0.0,1.0,1.0,human_review,0
NeedlePick,jaw_stuck_open,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,jaw_stuck_open,human_review,43006,0,0.022076886299485544,-0.0,1.0,1.0,human_review,0
NeedlePick,jaw_stuck_open,human_review,43008,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43002,0,0.028409154757152524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43006,0,0.014269071986253302,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43008,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43002,0,0.060690336490846715,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43006,0,0.045055349014358634,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43008,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,jaw_stuck_open,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,jaw_stuck_open,auto_execute,43002,0,0.0007336856106252583,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,jaw_stuck_open,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,jaw_stuck_open,auto_execute,43006,0,0.030863192991562913,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,jaw_stuck_open,auto_execute,43008,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,jaw_stuck_open,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,jaw_stuck_open,human_review,43002,0,0.0002886191711577852,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,jaw_stuck_open,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,jaw_stuck_open,human_review,43006,0,0.0037964844787407607,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,jaw_stuck_open,human_review,43008,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,jaw_stuck_open,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,jaw_stuck_open,human_review,43002,0,0.029482375558724076,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,jaw_stuck_open,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,jaw_stuck_open,human_review,43006,0,0.4387145942014097,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,jaw_stuck_open,human_review,43008,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43002,0,0.0007336856106252583,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43006,0,0.030863192991562913,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43008,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43002,0,0.0001722648790507283,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43006,0,0.03077097978670771,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43008,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedleReach,action_freeze,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedleReach,action_freeze,auto_execute,43002,0,0.015277505537982362,-0.0,1.0,0.0,auto_execute,0
NeedleReach,action_freeze,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedleReach,action_freeze,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedleReach,action_freeze,auto_recovery,43002,0,0.01979762443396381,-0.0,1.0,1.0,auto_recovery,0
NeedleReach,action_freeze,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedleReach,action_freeze,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedleReach,action_freeze,auto_recovery,43002,0,0.3754983388308215,-0.0,1.0,1.0,auto_recovery,0
NeedleReach,action_freeze,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedleReach,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedleReach,none,auto_execute,43002,0,0.015277505537982362,-0.0,1.0,0.0,auto_execute,0
NeedleReach,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedleReach,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedleReach,none,auto_execute,43002,0,0.015277576432893748,-0.0,1.0,0.0,auto_execute,0
NeedleReach,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,depth_scale_error,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,depth_scale_error,auto_execute,43002,0,0.028409154757152524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,depth_scale_error,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,depth_scale_error,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,depth_scale_error,human_review,43002,0,0.10506311341568465,-0.0,1.0,1.0,human_review,0
NeedlePick,depth_scale_error,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,depth_scale_error,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,depth_scale_error,human_review,43002,0,0.10506311341568465,-0.0,1.0,1.0,human_review,0
NeedlePick,depth_scale_error,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,near_target_drift,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,near_target_drift,auto_execute,43002,0,0.028409154757152524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,near_target_drift,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,near_target_drift,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,near_target_drift,auto_recovery,43002,0,0.03782396092090957,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,near_target_drift,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,near_target_drift,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,near_target_drift,auto_recovery,43002,0,0.004945796936904669,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,near_target_drift,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43002,0,0.028409154757152524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43002,0,0.02840916456110367,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,perception_bias,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,perception_bias,auto_execute,43002,0,0.028409154757152524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,perception_bias,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,perception_bias,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,perception_bias,human_review,43002,0,0.02974140537605692,-0.0,1.0,1.0,human_review,0
NeedlePick,perception_bias,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,perception_bias,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,perception_bias,human_review,43002,0,0.02974140537605692,-0.0,1.0,1.0,human_review,0
NeedlePick,perception_bias,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,depth_scale_error,auto_execute,43002,0,0.0007336856106252583,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,depth_scale_error,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,depth_scale_error,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,human_review,43002,0,0.02386594009955688,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,human_review,43002,0,0.02386594009955688,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,near_target_drift,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,near_target_drift,auto_execute,43002,0,0.0007336856106252583,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,near_target_drift,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,near_target_drift,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,near_target_drift,auto_recovery,43002,0,0.01040435471944827,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,near_target_drift,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,near_target_drift,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,near_target_drift,auto_recovery,43002,0,0.014213547250153235,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,near_target_drift,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43002,0,0.0007336856106252583,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43002,0,0.0015442248083281306,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,perception_bias,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,perception_bias,auto_execute,43002,0,0.0007336856106252583,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,perception_bias,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,perception_bias,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
