episode_id,task,mechanism,model,terminal_step,onset_step,first_alert_step,alerted,lead_time_to_terminal,alert_after_onset_lag,false_alert
NeedlePick::none::clean::43000::0,NeedlePick,nominal,visual_only,43,,,False,,,False
NeedlePick::none::clean::43000::0,NeedlePick,nominal,depth_only,43,,,False,,,False
NeedlePick::none::clean::43000::0,NeedlePick,nominal,policy_only,43,,,False,,,False
NeedlePick::none::clean::43000::0,NeedlePick,nominal,action_outcome_only,43,,,False,,,False
NeedlePick::none::clean::43000::0,NeedlePick,nominal,composite,43,,,False,,,False
NeedlePick::none::clean::43001::0,NeedlePick,nominal,visual_only,35,,,False,,,False
NeedlePick::none::clean::43001::0,NeedlePick,nominal,depth_only,35,,,False,,,False
NeedlePick::none::clean::43001::0,NeedlePick,nominal,policy_only,35,,,False,,,False
NeedlePick::none::clean::43001::0,NeedlePick,nominal,action_outcome_only,35,,,False,,,False
NeedlePick::none::clean::43001::0,NeedlePick,nominal,composite,35,,,False,,,False
NeedlePick::none::clean::43002::0,NeedlePick,nominal,visual_only,41,,,False,,,False
NeedlePick::none::clean::43002::0,NeedlePick,nominal,depth_only,41,,,False,,,False
NeedlePick::none::clean::43002::0,NeedlePick,nominal,policy_only,41,,,False,,,False
NeedlePick::none::clean::43002::0,NeedlePick,nominal,action_outcome_only,41,,,False,,,False
NeedlePick::none::clean::43002::0,NeedlePick,nominal,composite,41,,,False,,,False
NeedlePick::none::clean::43003::0,NeedlePick,nominal,visual_only,40,,,False,,,False
NeedlePick::none::clean::43003::0,NeedlePick,nominal,depth_only,40,,,False,,,False
NeedlePick::none::clean::43003::0,NeedlePick,nominal,policy_only,40,,,False,,,False
NeedlePick::none::clean::43003::0,NeedlePick,nominal,action_outcome_only,40,,,False,,,False
NeedlePick::none::clean::43003::0,NeedlePick,nominal,composite,40,,,False,,,False
NeedlePick::none::clean::43004::0,NeedlePick,nominal,visual_only,36,,,False,,,False
NeedlePick::none::clean::43004::0,NeedlePick,nominal,depth_only,36,,,False,,,False
NeedlePick::none::clean::43004::0,NeedlePick,nominal,policy_only,36,,,False,,,False
NeedlePick::none::clean::43004::0,NeedlePick,nominal,action_outcome_only,36,,,False,,,False
NeedlePick::none::clean::43004::0,NeedlePick,nominal,composite,36,,,False,,,False
GauzeRetrieve::none::clean::43000::0,GauzeRetrieve,nominal,visual_only,34,,,False,,,False
GauzeRetrieve::none::clean::43000::0,GauzeRetrieve,nominal,depth_only,34,,,False,,,False
GauzeRetrieve::none::clean::43000::0,GauzeRetrieve,nominal,policy_only,34,,,False,,,False
GauzeRetrieve::none::clean::43000::0,GauzeRetrieve,nominal,action_outcome_only,34,,,False,,,False
GauzeRetrieve::none::clean::43000::0,GauzeRetrieve,nominal,composite,34,,,False,,,False
GauzeRetrieve::none::clean::43001::0,GauzeRetrieve,nominal,visual_only,32,,,False,,,False
GauzeRetrieve::none::clean::43001::0,GauzeRetrieve,nominal,depth_only,32,,,False,,,False
GauzeRetrieve::none::clean::43001::0,GauzeRetrieve,nominal,policy_only,32,,,False,,,False
GauzeRetrieve::none::clean::43001::0,GauzeRetrieve,nominal,action_outcome_only,32,,,False,,,False
GauzeRetrieve::none::clean::43001::0,GauzeRetrieve,nominal,composite,32,,,False,,,False
GauzeRetrieve::none::clean::43002::0,GauzeRetrieve,nominal,visual_only,34,,,False,,,False
GauzeRetrieve::none::clean::43002::0,GauzeRetrieve,nominal,depth_only,34,,,False,,,False
GauzeRetrieve::none::clean::43002::0,GauzeRetrieve,nominal,policy_only,34,,,False,,,False
GauzeRetrieve::none::clean::43002::0,GauzeRetrieve,nominal,action_outcome_only,34,,,False,,,False
GauzeRetrieve::none::clean::43002::0,GauzeRetrieve,nominal,composite,34,,,False,,,False
GauzeRetrieve::none::clean::43003::0,GauzeRetrieve,nominal,visual_only,34,,,False,,,False
GauzeRetrieve::none::clean::43003::0,GauzeRetrieve,nominal,depth_only,34,,,False,,,False
GauzeRetrieve::none::clean::43003::0,GauzeRetrieve,nominal,policy_only,34,,,False,,,False
GauzeRetrieve::none::clean::43003::0,GauzeRetrieve,nominal,action_outcome_only,34,,,False,,,False
GauzeRetrieve::none::clean::43003::0,GauzeRetrieve,nominal,composite,34,,,False,,,False
GauzeRetrieve::none::clean::43004::0,GauzeRetrieve,nominal,visual_only,34,,,False,,,False
GauzeRetrieve::none::clean::43004::0,GauzeRetrieve,nominal,depth_only,34,,,False,,,False
GauzeRetrieve::none::clean::43004::0,GauzeRetrieve,nominal,policy_only,34,,,False,,,False
GauzeRetrieve::none::clean::43004::0,GauzeRetrieve,nominal,action_outcome_only,34,,,False,,,False
GauzeRetrieve::none::clean::43004::0,GauzeRetrieve,nominal,composite,34,,,False,,,False
NeedlePick::none::clean::43005::0,NeedlePick,nominal,visual_only,45,,,False,,,False
NeedlePick::none::clean::43005::0,NeedlePick,nominal,depth_only,45,,,False,,,False
NeedlePick::none::clean::43005::0,NeedlePick,nominal,policy_only,45,,,False,,,False
NeedlePick::none::clean::43005::0,NeedlePick,nominal,action_outcome_only,45,,,False,,,False
NeedlePick::none::clean::43005::0,NeedlePick,nominal,composite,45,,,False,,,False
NeedlePick::none::clean::43006::0,NeedlePick,nominal,visual_only,44,,,False,,,False
NeedlePick::none::clean::43006::0,NeedlePick,nominal,depth_only,44,,,False,,,False
NeedlePick::none::clean::43006::0,NeedlePick,nominal,policy_only,44,,,False,,,False
NeedlePick::none::clean::43006::0,NeedlePick,nominal,action_outcome_only,44,,,False,,,False
NeedlePick::none::clean::43006::0,NeedlePick,nominal,composite,44,,,False,,,False
NeedlePick::none::clean::43007::0,NeedlePick,nominal,visual_only,35,,,False,,,False
NeedlePick::none::clean::43007::0,NeedlePick,nominal,depth_only,35,,,False,,,False
NeedlePick::none::clean::43007::0,NeedlePick,nominal,policy_only,35,,,False,,,False
NeedlePick::none::clean::43007::0,NeedlePick,nominal,action_outcome_only,35,,,False,,,False
NeedlePick::none::clean::43007::0,NeedlePick,nominal,composite,35,,,False,,,False
NeedlePick::none::clean::43008::0,NeedlePick,nominal,visual_only,40,,,False,,,False
NeedlePick::none::clean::43008::0,NeedlePick,nominal,depth_only,40,,,False,,,False
NeedlePick::none::clean::43008::0,NeedlePick,nominal,policy_only,40,,,False,,,False
NeedlePick::none::clean::43008::0,NeedlePick,nominal,action_outcome_only,40,,,False,,,False
NeedlePick::none::clean::43008::0,NeedlePick,nominal,composite,40,,,False,,,False
NeedlePick::none::clean::43009::0,NeedlePick,nominal,visual_only,39,,,False,,,False
NeedlePick::none::clean::43009::0,NeedlePick,nominal,depth_only,39,,,False,,,False
NeedlePick::none::clean::43009::0,NeedlePick,nominal,policy_only,39,,,False,,,False
NeedlePick::none::clean::43009::0,NeedlePick,nominal,action_outcome_only,39,,,False,,,False
NeedlePick::none::clean::43009::0,NeedlePick,nominal,composite,39,,,False,,,False
GauzeRetrieve::none::clean::43005::0,GauzeRetrieve,nominal,visual_only,34,,,False,,,False
GauzeRetrieve::none::clean::43005::0,GauzeRetrieve,nominal,depth_only,34,,,False,,,False
GauzeRetrieve::none::clean::43005::0,GauzeRetrieve,nominal,policy_only,34,,,False,,,False
GauzeRetrieve::none::clean::43005::0,GauzeRetrieve,nominal,action_outcome_only,34,,,False,,,False
GauzeRetrieve::none::clean::43005::0,GauzeRetrieve,nominal,composite,34,,,False,,,False
GauzeRetrieve::none::clean::43006::0,GauzeRetrieve,nominal,visual_only,34,,,False,,,False
GauzeRetrieve::none::clean::43006::0,GauzeRetrieve,nominal,depth_only,34,,,False,,,False
GauzeRetrieve::none::clean::43006::0,GauzeRetrieve,nominal,policy_only,34,,,False,,,False
GauzeRetrieve::none::clean::43006::0,GauzeRetrieve,nominal,action_outcome_only,34,,,False,,,False
GauzeRetrieve::none::clean::43006::0,GauzeRetrieve,nominal,composite,34,,,False,,,False
GauzeRetrieve::none::clean::43007::0,GauzeRetrieve,nominal,visual_only,33,,,False,,,False
GauzeRetrieve::none::clean::43007::0,GauzeRetrieve,nominal,depth_only,33,,,False,,,False
GauzeRetrieve::none::clean::43007::0,GauzeRetrieve,nominal,policy_only,33,,,False,,,False
GauzeRetrieve::none::clean::43007::0,GauzeRetrieve,nominal,action_outcome_only,33,,,False,,,False
GauzeRetrieve::none::clean::43007::0,GauzeRetrieve,nominal,composite,33,,,False,,,False
GauzeRetrieve::none::clean::43008::0,GauzeRetrieve,nominal,visual_only,34,,,False,,,False
GauzeRetrieve::none::clean::43008::0,GauzeRetrieve,nominal,depth_only,34,,,False,,,False
GauzeRetrieve::none::clean::43008::0,GauzeRetrieve,nominal,policy_only,34,,,False,,,False
GauzeRetrieve::none::clean::43008::0,GauzeRetrieve,nominal,action_outcome_only,34,,,False,,,False
GauzeRetrieve::none::clean::43008::0,GauzeRetrieve,nominal,composite,34,,,False,,,False
GauzeRetrieve::none::clean::43009::0,GauzeRetrieve,nominal,visual_only,33,,,False,,,False
GauzeRetrieve::none::clean::43009::0,GauzeRetrieve,nominal,depth_only,33,,,False,,,False
GauzeRetrieve::none::clean::43009::0,GauzeRetrieve,nominal,policy_only,33,,,False,,,False
GauzeRetrieve::none::clean::43009::0,GauzeRetrieve,nominal,action_outcome_only,33,,,False,,,False
GauzeRetrieve::none::clean::43009::0,GauzeRetrieve,nominal,composite,33,,,False,,,False
NeedleReach::none::clean::43000::0,NeedleReach,nominal,visual_only,22,,,False,,,False
NeedleReach::none::clean::43000::0,NeedleReach,nominal,depth_only,22,,,False,,,False
NeedleReach::none::clean::43000::0,NeedleReach,nominal,policy_only,22,,,False,,,False
NeedleReach::none::clean::43000::0,NeedleReach,nominal,action_outcome_only,22,,,False,,,False
NeedleReach::none::clean::43000::0,NeedleReach,nominal,composite,22,,,False,,,False
NeedleReach::none::clean::43001::0,NeedleReach,nominal,visual_only,17,,,False,,,False
NeedleReach::none::clean::43001::0,NeedleReach,nominal,depth_only,17,,,False,,,False
NeedleReach::none::clean::43001::0,NeedleReach,nominal,policy_only,17,,,False,,,False
NeedleReach::none::clean::43001::0,NeedleReach,nominal,action_outcome_only,17,,,False,,,False
NeedleReach::none::clean::43001::0,NeedleReach,nominal,composite,17,,,False,,,False
NeedleReach::none::clean::43002::0,NeedleReach,nominal,visual_only,18,,,False,,,False
NeedleReach::none::clean::43002::0,NeedleReach,nominal,depth_only,18,,,False,,,False
NeedleReach::none::clean::43002::0,NeedleReach,nominal,policy_only,18,,,False,,,False
NeedleReach::none::clean::43002::0,NeedleReach,nominal,action_outcome_only,18,,,False,,,False
NeedleReach::none::clean::43002::0,NeedleReach,nominal,composite,18,,,False,,,False
NeedleReach::none::clean::43003::0,NeedleReach,nominal,visual_only,17,,,False,,,False
NeedleReach::none::clean::43003::0,NeedleReach,nominal,depth_only,17,,,False,,,False
NeedleReach::none::clean::43003::0,NeedleReach,nominal,policy_only,17,,,False,,,False
NeedleReach::none::clean::43003::0,NeedleReach,nominal,action_outcome_only,17,,,False,,,False
NeedleReach::none::clean::43003::0,NeedleReach,nominal,composite,17,,,False,,,False
NeedleReach::none::clean::43004::0,NeedleReach,nominal,visual_only,17,,,False,,,False
NeedleReach::none::clean::43004::0,NeedleReach,nominal,depth_only,17,,,False,,,False
NeedleReach::none::clean::43004::0,NeedleReach,nominal,policy_only,17,,,False,,,False
NeedleReach::none::clean::43004::0,NeedleReach,nominal,action_outcome_only,17,,,False,,,False
NeedleReach::none::clean::43004::0,NeedleReach,nominal,composite,17,,,False,,,False
NeedlePick::depth_scale_error::monitor_corrected::43000::0,NeedlePick,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43000::0,NeedlePick,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43000::0,NeedlePick,depth_scale_error,policy_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::monitor_corrected::43000::0,NeedlePick,depth_scale_error,action_outcome_only,179,0.0,68.0,True,111.0,68.0,False
NeedlePick::depth_scale_error::monitor_corrected::43000::0,NeedlePick,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43001::0,NeedlePick,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43001::0,NeedlePick,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43001::0,NeedlePick,depth_scale_error,policy_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::monitor_corrected::43001::0,NeedlePick,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::monitor_corrected::43001::0,NeedlePick,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43002::0,NeedlePick,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43002::0,NeedlePick,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43002::0,NeedlePick,depth_scale_error,policy_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::monitor_corrected::43002::0,NeedlePick,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::monitor_corrected::43002::0,NeedlePick,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43003::0,NeedlePick,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43003::0,NeedlePick,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43003::0,NeedlePick,depth_scale_error,policy_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::monitor_corrected::43003::0,NeedlePick,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::monitor_corrected::43003::0,NeedlePick,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43004::0,NeedlePick,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43004::0,NeedlePick,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::monitor_corrected::43004::0,NeedlePick,depth_scale_error,policy_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::monitor_corrected::43004::0,NeedlePick,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::monitor_corrected::43004::0,NeedlePick,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43000::0,NeedlePick,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43000::0,NeedlePick,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43000::0,NeedlePick,depth_scale_error,policy_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::perturbed::43000::0,NeedlePick,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::perturbed::43000::0,NeedlePick,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43001::0,NeedlePick,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43001::0,NeedlePick,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43001::0,NeedlePick,depth_scale_error,policy_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::perturbed::43001::0,NeedlePick,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::perturbed::43001::0,NeedlePick,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43002::0,NeedlePick,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43002::0,NeedlePick,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43002::0,NeedlePick,depth_scale_error,policy_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::perturbed::43002::0,NeedlePick,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::perturbed::43002::0,NeedlePick,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43003::0,NeedlePick,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43003::0,NeedlePick,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43003::0,NeedlePick,depth_scale_error,policy_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::perturbed::43003::0,NeedlePick,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::perturbed::43003::0,NeedlePick,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43004::0,NeedlePick,depth_scale_error,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43004::0,NeedlePick,depth_scale_error,depth_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::depth_scale_error::perturbed::43004::0,NeedlePick,depth_scale_error,policy_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::perturbed::43004::0,NeedlePick,depth_scale_error,action_outcome_only,179,0.0,,False,,,False
NeedlePick::depth_scale_error::perturbed::43004::0,NeedlePick,depth_scale_error,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43000::0,NeedlePick,policy_approach_drift,visual_only,43,40.0,,False,,,False
NeedlePick::near_target_drift::monitor_corrected::43000::0,NeedlePick,policy_approach_drift,depth_only,43,40.0,,False,,,False
NeedlePick::near_target_drift::monitor_corrected::43000::0,NeedlePick,policy_approach_drift,policy_only,43,40.0,40.0,True,3.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43000::0,NeedlePick,policy_approach_drift,action_outcome_only,43,40.0,40.0,True,3.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43000::0,NeedlePick,policy_approach_drift,composite,43,40.0,40.0,True,3.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43001::0,NeedlePick,policy_approach_drift,visual_only,35,32.0,,False,,,False
NeedlePick::near_target_drift::monitor_corrected::43001::0,NeedlePick,policy_approach_drift,depth_only,35,32.0,,False,,,False
NeedlePick::near_target_drift::monitor_corrected::43001::0,NeedlePick,policy_approach_drift,policy_only,35,32.0,32.0,True,3.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43001::0,NeedlePick,policy_approach_drift,action_outcome_only,35,32.0,32.0,True,3.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43001::0,NeedlePick,policy_approach_drift,composite,35,32.0,32.0,True,3.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43002::0,NeedlePick,policy_approach_drift,visual_only,41,38.0,,False,,,False
NeedlePick::near_target_drift::monitor_corrected::43002::0,NeedlePick,policy_approach_drift,depth_only,41,38.0,,False,,,False
NeedlePick::near_target_drift::monitor_corrected::43002::0,NeedlePick,policy_approach_drift,policy_only,41,38.0,38.0,True,3.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43002::0,NeedlePick,policy_approach_drift,action_outcome_only,41,38.0,38.0,True,3.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43002::0,NeedlePick,policy_approach_drift,composite,41,38.0,38.0,True,3.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43003::0,NeedlePick,policy_approach_drift,visual_only,40,36.0,,False,,,False
NeedlePick::near_target_drift::monitor_corrected::43003::0,NeedlePick,policy_approach_drift,depth_only,40,36.0,,False,,,False
NeedlePick::near_target_drift::monitor_corrected::43003::0,NeedlePick,policy_approach_drift,policy_only,40,36.0,36.0,True,4.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43003::0,NeedlePick,policy_approach_drift,action_outcome_only,40,36.0,36.0,True,4.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43003::0,NeedlePick,policy_approach_drift,composite,40,36.0,36.0,True,4.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43004::0,NeedlePick,policy_approach_drift,visual_only,35,33.0,,False,,,False
NeedlePick::near_target_drift::monitor_corrected::43004::0,NeedlePick,policy_approach_drift,depth_only,35,33.0,,False,,,False
NeedlePick::near_target_drift::monitor_corrected::43004::0,NeedlePick,policy_approach_drift,policy_only,35,33.0,33.0,True,2.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43004::0,NeedlePick,policy_approach_drift,action_outcome_only,35,33.0,33.0,True,2.0,0.0,False
NeedlePick::near_target_drift::monitor_corrected::43004::0,NeedlePick,policy_approach_drift,composite,35,33.0,33.0,True,2.0,0.0,False
NeedlePick::near_target_drift::perturbed::43000::0,NeedlePick,policy_approach_drift,visual_only,179,40.0,,False,,,False
NeedlePick::near_target_drift::perturbed::43000::0,NeedlePick,policy_approach_drift,depth_only,179,40.0,,False,,,False
NeedlePick::near_target_drift::perturbed::43000::0,NeedlePick,policy_approach_drift,policy_only,179,40.0,40.0,True,139.0,0.0,False
NeedlePick::near_target_drift::perturbed::43000::0,NeedlePick,policy_approach_drift,action_outcome_only,179,40.0,40.0,True,139.0,0.0,False
NeedlePick::near_target_drift::perturbed::43000::0,NeedlePick,policy_approach_drift,composite,179,40.0,40.0,True,139.0,0.0,False
NeedlePick::near_target_drift::perturbed::43001::0,NeedlePick,policy_approach_drift,visual_only,179,32.0,,False,,,False
NeedlePick::near_target_drift::perturbed::43001::0,NeedlePick,policy_approach_drift,depth_only,179,32.0,,False,,,False
NeedlePick::near_target_drift::perturbed::43001::0,NeedlePick,policy_approach_drift,policy_only,179,32.0,32.0,True,147.0,0.0,False
NeedlePick::near_target_drift::perturbed::43001::0,NeedlePick,policy_approach_drift,action_outcome_only,179,32.0,32.0,True,147.0,0.0,False
NeedlePick::near_target_drift::perturbed::43001::0,NeedlePick,policy_approach_drift,composite,179,32.0,32.0,True,147.0,0.0,False
NeedlePick::near_target_drift::perturbed::43002::0,NeedlePick,policy_approach_drift,visual_only,179,38.0,,False,,,False
NeedlePick::near_target_drift::perturbed::43002::0,NeedlePick,policy_approach_drift,depth_only,179,38.0,,False,,,False
NeedlePick::near_target_drift::perturbed::43002::0,NeedlePick,policy_approach_drift,policy_only,179,38.0,38.0,True,141.0,0.0,False
NeedlePick::near_target_drift::perturbed::43002::0,NeedlePick,policy_approach_drift,action_outcome_only,179,38.0,38.0,True,141.0,0.0,False
NeedlePick::near_target_drift::perturbed::43002::0,NeedlePick,policy_approach_drift,composite,179,38.0,38.0,True,141.0,0.0,False
NeedlePick::near_target_drift::perturbed::43003::0,NeedlePick,policy_approach_drift,visual_only,179,36.0,,False,,,False
NeedlePick::near_target_drift::perturbed::43003::0,NeedlePick,policy_approach_drift,depth_only,179,36.0,,False,,,False
NeedlePick::near_target_drift::perturbed::43003::0,NeedlePick,policy_approach_drift,policy_only,179,36.0,36.0,True,143.0,0.0,False
NeedlePick::near_target_drift::perturbed::43003::0,NeedlePick,policy_approach_drift,action_outcome_only,179,36.0,36.0,True,143.0,0.0,False
NeedlePick::near_target_drift::perturbed::43003::0,NeedlePick,policy_approach_drift,composite,179,36.0,36.0,True,143.0,0.0,False
NeedlePick::near_target_drift::perturbed::43004::0,NeedlePick,policy_approach_drift,visual_only,34,33.0,,False,,,False
NeedlePick::near_target_drift::perturbed::43004::0,NeedlePick,policy_approach_drift,depth_only,34,33.0,,False,,,False
NeedlePick::near_target_drift::perturbed::43004::0,NeedlePick,policy_approach_drift,policy_only,34,33.0,33.0,True,1.0,0.0,False
NeedlePick::near_target_drift::perturbed::43004::0,NeedlePick,policy_approach_drift,action_outcome_only,34,33.0,33.0,True,1.0,0.0,False
NeedlePick::near_target_drift::perturbed::43004::0,NeedlePick,policy_approach_drift,composite,34,33.0,33.0,True,1.0,0.0,False
NeedlePick::perception_bias::monitor_corrected::43000::0,NeedlePick,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::monitor_corrected::43000::0,NeedlePick,visual_estimation_bias,depth_only,179,0.0,,False,,,False
NeedlePick::perception_bias::monitor_corrected::43000::0,NeedlePick,visual_estimation_bias,policy_only,179,0.0,,False,,,False
NeedlePick::perception_bias::monitor_corrected::43000::0,NeedlePick,visual_estimation_bias,action_outcome_only,179,0.0,,False,,,False
NeedlePick::perception_bias::monitor_corrected::43000::0,NeedlePick,visual_estimation_bias,composite,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::monitor_corrected::43001::0,NeedlePick,visual_estimation_bias,visual_only,179,0.0,0.0,True,179.0,0.0,False
NeedlePick::perception_bias::monitor_corrected::43001::0,NeedlePick,visual_estimation_bias,depth_only,179,0.0,,False,,,False
NeedlePick::perception_bias::monitor_corrected::43001::0,NeedlePick,visual_estimation_bias,policy_only,179,0.0,,False,,,False
NeedlePick::perception_bias::monitor_corrected::43001::0,NeedlePick,visual_estimation_bias,action_outcome_only,179,0.0,70.0,True,109.0,70.0,False
